video_id,comment
NzMXdwZm8B0,Bohong
NzMXdwZm8B0,Kena Pasih harus begitu 🤬🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡🤬😡👎👎👎👎
NzMXdwZm8B0,Tapi kalian harus sekolah ya
NzMXdwZm8B0,Lah mana kok gak ada??
NzMXdwZm8B0,𝙏𝙤𝙡𝙤𝙣𝙜 𝙥𝙚𝙢𝙚𝙧𝙞𝙣𝙩𝙖𝙝 𝙄𝙣𝙙𝙤𝙣𝙚𝙨𝙞𝙖 𝙟𝙖𝙣𝙜𝙖𝙣 𝙢𝙚𝙡𝙖𝙠𝙪𝙠𝙖𝙣 𝙞𝙩𝙪 😭😭😭😭 𝙮𝙜 𝙠𝙖𝙪 𝙨𝙚𝙗𝙪𝙩 𝙗𝙤𝙡𝙚𝙝 𝙠𝙖𝙪 𝙝𝙖𝙥𝙪𝙨 𝙠𝙚𝙘𝙪𝙖𝙡𝙞 𝙮𝙤𝙪𝙩𝙪𝙗𝙚 𝙟𝙖𝙣𝙜𝙖𝙣 𝙠𝙖𝙪 𝙝𝙖𝙥𝙪𝙨 𝙥𝙚𝙢𝙚𝙧𝙞𝙣𝙩𝙖𝙝 𝙠𝙪 𝙢𝙤𝙝𝙤𝙣 😭😭😭😭😭😭😭😭😭😭😭😭😭
NzMXdwZm8B0,Apakah kalian setuju kalau ff di bokir
NzMXdwZm8B0,Kenape plua kene anak Indonesia yaang kena di band? Kenape tk anak negara yang lain? Saye sebagai anak Malaysia pun tk setuju drngan berita ni! Tk kan anak umur 15 14 dan 13 juga kenak band? Anak² ade juga yang belajar dari YouTube atau sosmed yang lainnya! Jadi kan sosmad tu tk payah di band apalah!🤬
NzMXdwZm8B0,Gak betul
NzMXdwZm8B0,Sekarang 28 Maret guya
NzMXdwZm8B0,Hoax udah tanggal 28 maret 2026
NzMXdwZm8B0,Lah ini udah tanggal 28 Maret kok akun Roblox aku masih bisa
NzMXdwZm8B0,Roblox harus tetap ada di tanggal 28 maret dan YouTube tiktok istragam 😡😡😡
NzMXdwZm8B0,"Aku tau ini baik untuk kita semua,tapi ada resiko juga yang malah membuat anak jadi susah berkembang.contoh contohnya seperti:<br><br>•Kreator kecil menghilang,Banyak anak kecil merintis mencari duit kecil kecilan,Dengan pemblokiran ini menimbulkan anak kecil mulai kehilang potensi besarnya.<br><br>•Edukasi jadi lebih terbatas,Banyak video video edukasi yang membantu anak bangsa kita contoh video edukasi,tutorial,dan sebagainya.Dengan pemblokiran ini menimbulkan anak kecil jadi susah dapat informasi atau bahkan harus cari informasi dari jauh banget.<br><br>•Platform lain lain akan mulai menghilang sedikit demi sedikit,Banyak sekali platform platform yang di isi anak kecil,Dengan kebijakan ini membuat platform tersebut mulai menghilang atau lebih parahnya platfor tersebut akan meninggalkan indonesia dan beralih ke negara lain yang membuat potensi indonesia berkurang drastis.<br><br>Pendapat aku soal kebijakan ini adalah:<br><br>Jangan diblokir tapi edukasi mendalam kepada anak anak,Contoh buat guru naik gaji dan mengajarkan anak untuk mengetahui apa bahaya media sosial.<br><br>Sekian denga saya mohon maaf aku bukan ahli atau semacamnya ini hanya perasaan dan pendapat saya saja mohon di dengar dan semoga bisa di komunikasikan."
NzMXdwZm8B0,Utamakan judi oon
NzMXdwZm8B0,Hoax banget padahal
NzMXdwZm8B0,Saya 11 tahun kok masih bisa bisa aja
NzMXdwZm8B0,Nggak adil 😡🤬😡😡😡😡🤬🤬🤬🤬
NzMXdwZm8B0,itu bohongan
NzMXdwZm8B0,"<a href=""https://www.youtube.com/watch?v=NzMXdwZm8B0&amp;t=112"">1:52</a>"
NzMXdwZm8B0,Ter baik saya tau  bukan saya budek kalian saja yang gitu
NzMXdwZm8B0,Wah wah mau demo lagi😅
NzMXdwZm8B0,Udh berlaku kah?
NzMXdwZm8B0,WOYY PEMERINTAH URUSIN JUDOL DULUUU KAN JUGA ADA GAME DI ROBLOX YANG BAGUSSSSS HADEHHHHHH#@@^@^@^@(@-^@@&amp;◇•♤•■\■%^%×^☆■\♤●■••■\♤&amp;#-\••♤♤••
NzMXdwZm8B0,Besokkkkkkk 😢😢😢😢😢😢😢 noooooooooooooooooooooooooooooooooooooo
NzMXdwZm8B0,Urussin judol duluuuuuu
NzMXdwZm8B0,Kan di roblox juga ngajarin kita bertahan hidup di youtube jg belajar gambar dan lain lainnya🤬🤬🤬🤬🤬🤬🤬<br>      <br>👇🏻<br> 👇🏻
NzMXdwZm8B0,Yok Kita Demo!!!!!!😡😡😡😡😡😡
NzMXdwZm8B0,"Menurutku, minimal urus dulu negara kaya urusin tikus koruptor, bukan malah bikin peraturan kaya gini, lagian ada juga yang belajar d medsos, kaya youtube, tiktok, ya walaupun banyak yang menyalahgunakan"
NzMXdwZm8B0,👍👍👍👍👍👍👍👍👍
NzMXdwZm8B0,MIKIR KIDS
NzMXdwZm8B0,Kita harus nunggu sampai 13  tahun atau 16 tahun itu lebih parah banget aku nggak suka idenya
NzMXdwZm8B0,Aku nggak setuju sama kamu pemerintah soalnya bocil bocil udah diejek karena gak punya robux dan ini bocil-bocil harus mengalami kayak gini nggak bisa top up gimana dong 🤬🤬
NzMXdwZm8B0,sok ngatur merasa paling benar nanti juga dapat karna karma itu nyata. paling karma nya di demo sama 1 Indonesia
NzMXdwZm8B0,giliran judol di biarkan eek
NzMXdwZm8B0,woi judol tu gimana beraninya sama anak kecil gk berani sama judol dasar pamerinta. hei orang banyak belajar dengan yoi tube dan lain lain emang kita salah apa  <br>kita yg tidak salah apa kena juga jangan takut buat komen sama sama MAKAN NASI
NzMXdwZm8B0,woi judol tu gimana beraninya sama anak kecil gk berani sama judol dasar pamerinta. hei orang banyak belajar dengan yoi tube dan lain lain emang kita salah apa  <br>kita yg tidak salah apa kena juga jangan takut buat komen sama sama MAKAN NASI
NzMXdwZm8B0,woi judol tu gimana beraninya sama anak kecil gk berani sama judol dasar pamerinta. hei orang banyak belajar dengan yoi tube dan lain lain emang kita salah apa  <br>kita yg tidak salah apa kena juga jangan takut buat komen sama sama MAKAN NASI
NzMXdwZm8B0,Ff gk di batasi kan ??😭😭😭😭😭😭😭😭😭😭😭😭
NzMXdwZm8B0,judi online kapan di blokir
NzMXdwZm8B0,Seharus nya untuk umur 3 sampai 9 aja🫪
NzMXdwZm8B0,𝙶𝚊𝚔 𝚖𝚊𝚞𝚞𝚞𝚞😢
NzMXdwZm8B0,Setuju biar bocil ngehina agama GK ada lagi akun nya di ilangin awokwok 😂😂😂😂😂 nangis loh bocil² tomlol yang suka rasis sok² ngerti politik bocil² juga
NzMXdwZm8B0,Nggak jelas yang salah mukena pink yang kena 1 negara
NzMXdwZm8B0,Nggak j
NzMXdwZm8B0,BOCIL MAU BELAJAR YOUTUBE DI NATHAN SUPARMAN BAHASA INGGRIS
NzMXdwZm8B0,Pengalihan dari Kasus korupsi kah?
NzMXdwZm8B0,Udah ku laporkan
NzMXdwZm8B0,Padahal YouTube bikin aku bahagia loh pas aku lagi sedih 😡😡😡😡
NzMXdwZm8B0,"Judol dibiarin sosmed dihentiin,fomo pen jadi negara maju hdeh,kami setuju&quot; aja sosmed dibatasin lah ini judol dibiarin"
NzMXdwZm8B0,Woi kok judol sama koruptor gak diurusin. Padahal YouTube Facebook semua aplikasi yang mau diblokir tapi koruptor sama judul kok nggak ya aneh
NzMXdwZm8B0,Q setuju bngt
NzMXdwZm8B0,jangan lah komdigi aku mau buat belajar 😢😢😢😢😢
NzMXdwZm8B0,Heh tanggung jawab lu anak org lain pada nangis gegara lu urusin tuh judol 😡
NzMXdwZm8B0,pemerintah dodol
NzMXdwZm8B0,"Negara rusak ini gara gara orang gk jelas haur nya gaji guru dinaik kan supaya pelajaran menjadi lebih giat <a href=""https://www.youtube.com/watch?v=NzMXdwZm8B0&amp;t=104"">1:44</a>"
NzMXdwZm8B0,Emang kanapa sih
NzMXdwZm8B0,"Alhamdulillah ,.<br>Saya sangat setuju dengan aturan ini ,. Maju terus Indonesia ku ,. Untuk anak-anakku yang sabar ya ini untuk kebaikan kalian ❤🤗"
NzMXdwZm8B0,Sia sia kita punya aplikasi kek gini🥀🥀🥀
NzMXdwZm8B0,Ini sudah cemas🥀
NzMXdwZm8B0,Peraturan kurang bagus contohnya anak saya sedang mengikuti lomba olimpiade OSN individu pendaftaran mewajibkan punya akun email sendiri terus gimana jika di blokir anak saya berumur 12 THN 1smp
NzMXdwZm8B0,Owalah bocah jembot
NzMXdwZm8B0,Semoga nanti habis ini ada aplikasi buat anak anak belajar gratis
NzMXdwZm8B0,Apakah game mlbb dan ff boleh di mainkan
NzMXdwZm8B0,Kayak mana kalau dia pakai akun orang tuanya atau memakai HP orang          tuanya          belum bisa memakai HP 16 tahun umurnya belum sampai disana
NzMXdwZm8B0,guys guys jangan marah dulu tapi kata teman gua itu cuma fake siapa yang setuju disini<br>👇
NzMXdwZm8B0,Gua belajar dari mana gitu orang aku tuh belajar di you tube
NzMXdwZm8B0,😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
NzMXdwZm8B0,Youtube aman lahhhh 😢😢😢
NzMXdwZm8B0,Please Jangan Di Blokir Roblox 😭😭😭🙏🙏🙏🙏🥀🥀🥀
NzMXdwZm8B0,Nggak jelas orang jadi kalau mau belajar dari buku nggak bisa mau mengirimkan untuk kawan nggak bisa😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡
NzMXdwZm8B0,Apala😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡h pemerintah ini Jadi orang kalau apa mau ngetik sesuatu misalnya memakai kalkulator gimana
NzMXdwZm8B0,Masa gini doang di banned urusi judol aja
NzMXdwZm8B0,Cara belajar dari youtube gimana? 😡😡🤬
NzMXdwZm8B0,Ya Allah 😢😢😢😢😢😢
NzMXdwZm8B0,Kenapa capcut tidak di blokir juga?
NzMXdwZm8B0,Judi SMA DPR GK di urusi dulu lh in malah gini dlu yg di pentingkan😡
NzMXdwZm8B0,Ih peraturan gak jelas 😡
NzMXdwZm8B0,Ini bohongan kalau benaran gw gerebek
NzMXdwZm8B0,"<a href=""https://www.youtube.com/watch?v=NzMXdwZm8B0&amp;t=71"">1:11</a> :Masa roblox di blokir tapi mobile legend, free fire, pubg nggak di blokir, padahal hal negatifnya lebih besar 3 game itu daripada roblox, emang nih negara konoha😮‍💨Masa roblox di blokir tapi mobile legend, free fire, pubg nggak di blokir, padahal hal negatifnya lebih besar 3 game itu daripada roblox, emang nih namanya juga negara konoha😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨"
NzMXdwZm8B0,"jgn salah paham woiii, kata perintah cuma di batasiiiii bukan selamanya aaaa😹😹"
NzMXdwZm8B0,UDH SEMUA DIAM!! HARUS PENGATURAN MALAH KALIAN BANTA PEMERINTAH DODOL DASAR KALIAN SEMUA
NzMXdwZm8B0,Nggak jelas banget 😡😡😡😡😡😡😡😡😡 pemerintah Thai
NzMXdwZm8B0,sosmed di batasi <br>koruptor di biarin😹😹😹😹
NzMXdwZm8B0,Tapi kan anak-anak udah ambil video yang benar lagian jugaItukan aktivitas kita sehari-hari 😢😢 ❤️💔😂
NzMXdwZm8B0,Is it really necessary?
NzMXdwZm8B0,Aku benci 😡😡
NzMXdwZm8B0,Aduh gimana umur ku udah 16 lagi gimana sedikit lagi mau 28 maret 2026😢😢
NzMXdwZm8B0,Akun yutube anak ku hilang. Padahal isinya video2 Salawat. Ankki jadi nangis kerena video salawat dan video klip yg dibuatnya hilang beserta akunnya😢😢😢😢
R1hQwelEGvU,ANAK ANAK DIBAWAH 16 TAHUN GUA UDAH TAU CARA LOGIN YA LU SEMUA BUAT AKUN TERUS TANGGAL LAHIR SETING dibawah tanggal sebuluh kalian udah bisa bikin akun kalian hadeh komdigi komdigi celah keamanan ya gampang di temuin
R1hQwelEGvU,Wokwokwkwk kocak
R1hQwelEGvU,Tidak..... Banyak bocah tantrum di komentar 😭
R1hQwelEGvU,"Ihhhh gaje,emak sapa sih iniiiiiii"
R1hQwelEGvU,Bubarkan mabar jangan ada games online
R1hQwelEGvU,LAH NGATUR
R1hQwelEGvU,Hah
R1hQwelEGvU,mana
R1hQwelEGvU,Lu jangan Ngatur akun saya banyak konten HP kalo saya ulang buat baru akun jangan buat Gaduh saya dalah Gw gak Setuju
R1hQwelEGvU,Hoax
R1hQwelEGvU,"Besok sudah tanggal 28 maret,akun ini sudah di blokir. Selamat tinggal 😢"
R1hQwelEGvU,Kembalikan aja aku mau nonton lagi itu medsos bang
R1hQwelEGvU,Sekarang sosial media sekarang ap? Judol gitu?
R1hQwelEGvU,Makasih banyak min
R1hQwelEGvU,Disini yg deket 16 (15-17)?<br><br>👇👇
R1hQwelEGvU,"Ku doa, in   Semoga kamu dan tim pendek umur amiin 😇😇😇"
R1hQwelEGvU,Tu kan apakah kata saya benar ✅ kalian jgn sampai ngasih hp / tapi ke anak² di bawah 👇👇👇usia 16 thn
R1hQwelEGvU,"Bagus nih, biar pecandu porno berkurang"
R1hQwelEGvU,Kebenaran pelit telah Dimulai.. 🥀
R1hQwelEGvU,"<a href=""https://www.youtube.com/watch?v=R1hQwelEGvU&amp;t=80"">1:20</a> iya lah!!! Aku ngluh. Langkah terbaik apanya."
R1hQwelEGvU,𝙄𝙧𝙖𝙣 𝙩𝙖𝙣𝙜𝙠𝙚𝙥 𝙡𝙖𝙜𝙞 𝙣𝙞𝙝 𝙤𝙧𝙖𝙣𝙜
R1hQwelEGvU,Ibarat anak kita mau makan ikan pasti kita ajarin jangan makan durinya bukan berarti gk boleh makan ikan. Nah jadi sama seharusnya dibatasi bukan di nonaktifkan
R1hQwelEGvU,dan ff pubg ml gak kan itu bahasa kasar sodara ku juga bahasa nya kasar gara² ff<br>dan gak bisa berhenti omongan kasar dari 4nj1ng g0bl0k b4ng$4t
R1hQwelEGvU,Kenapa ff sama PUBG nggk juga? Pdhl itu game kekerasan yg ada tembakan tembakan nya dan malah rblx ada fitur parental terus juga kreatif bisa bikin game sendiri koding sendiri? PEMERINTAH INDONESIA PADA GK BENER mungkin gara gara Sule kecolongan 50 juta langsung maju pemerintah nya itu artis tapi pas yg kasus anak nyolong 19 juta buat PUBG GK maju pemerintah nya itu rakyat biasa bukan artis. URUSIN DULU TUH JUDI BUKAN GAME DULU! KALO GK BENER JDI PEMERINTAH GK USAH JADI PEMERINTAH. SAMA URUS DULU TUH PEMERINTAH YG KORUP. YANG SETUJU LIKE
R1hQwelEGvU,Judol tu di urusin gak jelas pemerintah Indonesia 👎👎
R1hQwelEGvU,Berhentikan ini kita akan berbakti dengan orang tua tapi dengan satu syarat hp kita gak boleh dinonaktifkan kalau gak mau gak usah dipaksakan😇😇😇
R1hQwelEGvU,Roblox ban: okay i dont mind<br>SocMed ban: oh hel no
R1hQwelEGvU,tapi kalau udah lama terus udah di atas 16 tahun boleh gak?   maksud nya pas udah lewat 28 Maret 2026 semoga di baca🙏🏻
