video_id,comment,clean_comment,label
nVMFsgHRcnY,umur gw 13 tahun gw harus nunggu 3 tahun biar bisa youtube lgi..........amit amit tinggal di negara konoha,umur gw 13 tahun gw harus nunggu 3 tahun biar bisa youtube lgiamit amit tinggal di negara konoha,negative
fX2bE5ecHy4,Tapi kalau YouTube menghilang saya tidak bisa tau soal zaman purba karena saya ingin tau zaman purba 🥀 <br>Roblox diblokir saja kak,tapi kalau youtube menghilang saya tidak bisa tau soal zaman purba karena saya ingin tau zaman purba roblox diblokir saja kak,negative
lM-QZ4uCXuk,YOUTUBE JANGAN PLIS YANG LAIN BIARKAN ASAL YOUTUBE JANGAN,youtube jangan plis yang lain biarkan asal youtube jangan,negative
vk2Ynj24qNA,Pala kau anak anak pada nangis apa terbaik ayo netizen,pala kau anak anak pada nangis apa terbaik ayo netizen,negative
hzDavp3DQo4,Gara-gara yang pakai mukena pink sih kan jadi akun gue keblokir Google,garagara yang pakai mukena pink sih kan jadi akun gue keblokir google,negative
viGBwFO3nDA,Lah minimal cuma 13 thn lah masa anjing,lah minimal cuma 13 thn lah masa anjing,negative
hzDavp3DQo4,Gk setujuuuu,gk setujuuuu,negative
QDj0g7Xw2rg,Jangan tinggalin aku besok 😭,jangan tinggalin aku besok,negative
p8p-sAq_hhI,❤❤ komdigi love,komdigi love,positive
8i7X3KrGeF0,Yg cuman maen SosMed buat hiburan trs di batesin ortu:<br>GOKIL👍,yg cuman maen sosmed buat hiburan trs di batesin ortugokil,neutral
LSrWXE05LNY,Lamban mengambil langkah 😂😂😂😂😂,lamban mengambil langkah,neutral
DfYhY-bKsZI,anak saya umur 15,anak saya umur 15,neutral
iLERE4VmtZc,GAKMAU SETUJU!!!!!!!!!!!!!!,gakmau setuju,negative
0Sa4S97M-uM,Judol aman..... Kwkwkwk..,judol aman kwkwkwk,neutral
RsKRrIp--Mg,Jadi misalnya aku umur 15 tahun aku ulang tahun 2 april jadi umur ku 16 tahu apakah akun ku akan dibuka -_-,jadi misalnya aku umur 15 tahun aku ulang tahun 2 april jadi umur ku 16 tahu apakah akun ku akan dibuka,neutral
OBb8iLYgMu4,Woi lu hoax ya rumah pembohong coy,woi lu hoax ya rumah pembohong coy,neutral
2BdXibzPPyc,Coba asal jangan batas akun saya karena konten hp jadul ini gw males buat akun baru,coba asal jangan batas akun saya karena konten hp jadul ini gw males buat akun baru,negative
DfYhY-bKsZI,Jual ibunya😂😂😂😂😂😂,jual ibunya,neutral
tuaZNgn2rcc,"Alhamdulillah sangat setuju..., medsos banyak mudhorot dr pada manfaat bagi anak.",alhamdulillah sangat setuju medsos banyak mudhorot dr pada manfaat bagi anak,positive
vk2Ynj24qNA,"Ini demi kebaikan kita bagi ynag mengeluh, mikir lah,.. Kalian juga butuh edukasi aku tau sih aku juga di bawah 16 tahun, aku tapi setuju, karna awal begitu sulit diahkir begitu nyaman, jadi jangan mengeluh juga, mikir dulu ya😊<br><br>No batidao song  <br><br>Ela, ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Vai quicando, vai jogando<br>Não perde a razão<br>No batidão, no batidão<br>Só pura tentação<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Vai quicando, vai jogando<br>Não perde a razão<br>No batidão, no batidão<br>Só pura tentação<br>Desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Ela desce, ela sobe<br>No baile é pressão<br>Mina linda, perigosa<br>Rouba meu coração<br>Vai quicando, vai jogando<br>Não perde a razão<br>No batidão, no batidão<br>Só pura tentação",ini demi kebaikan kita bagi ynag mengeluh mikir lah kalian juga butuh edukasi aku tau sih aku juga di bawah 16 tahun aku tapi setuju karna awal begitu sulit diahkir begitu nyaman jadi jangan mengeluh juga mikir dulu yano batidao song ela ela desce ela sobeno baile pressomina linda perigosarouba meu coraovai quicando vai jogandono perde a razono batido no batidos pura tentaoela desce ela sobeno baile pressomina linda perigosarouba meu coraoela desce ela sobeno baile pressomina linda perigosarouba meu coraoela desce ela sobeno baile pressomina linda perigosarouba meu coraovai quicando vai jogandono perde a razono batido no batidos pura tentaodesce ela sobeno baile pressomina linda perigosarouba meu coraoela desce ela sobeno baile pressomina linda perigosarouba meu coraoela desce ela sobeno baile pressomina linda perigosarouba meu coraovai quicando vai jogandono perde a razono batido no batidos pura tentao,positive
V_mvjaonG-w,"Setuju, knp ga dari dulu",setuju knp ga dari dulu,positive
JrCe8CVR1KY,Terus saya sudah tidak bisa menikmati youtube lagi,terus saya sudah tidak bisa menikmati youtube lagi
dVTaBKZLsds,"YouTube katanya juga diblokir, tapi menurut itu berlebihan (dibagian YouTube) soalnya ada beberapa anak sekolah mengunakan YouTube sebagai bahan pembelajaran contoh seni dan kerajinan!",youtube katanya juga diblokir tapi menurut itu berlebihan dibagian youtube soalnya ada beberapa anak sekolah mengunakan youtube sebagai bahan pembelajaran contoh seni dan kerajinan,negative
LSrWXE05LNY,Aku mau pria solo itu jadi presiden lagii 😢😢😢,aku mau pria solo itu jadi presiden lagii,neutral
RsKRrIp--Mg,gw yg 15 thn;aelah nanggung bet dh🗿🥀🥀,gw yg 15 thnaelah nanggung bet dh,negative
xOLutbfafBo,Jahat banget ih kan anak anak tidk bisa main hp lagi dasar orang jahat,jahat banget ih kan anak anak tidk bisa main hp lagi dasar orang jahat,negative
2YHfX7PzVNM,Halah pasti pemerintah takut nanti anak² tau fakta Prabowo tukang tipu Ama presiden bodoh yang mau di jadiin mainan Donald Trump 😂😂😂,halah pasti pemerintah takut nanti anak tau fakta prabowo tukang tipu ama presiden bodoh yang mau di jadiin mainan donald trump,negative
JrCe8CVR1KY,knp sih harus gitu kita cuma mau menghibur diri kita,knp sih harus gitu kita cuma mau menghibur diri kita,negative
0Sa4S97M-uM,Terima kasih bu menteri🎉,terima kasih bu menteri,positive
aZEtsruDoQc,Balik lagi ke 90an,balik lagi ke 90an,neutral
lM-QZ4uCXuk,Malah aku ujian pakai yt,malah aku ujian pakai yt,negative
tuaZNgn2rcc,hore.. akhirnya kebahagian ini  datang juga. kami mendukung bu mentri,hore akhirnya kebahagian ini datang juga kami mendukung bu mentri,positive
JrCe8CVR1KY,Menurutku batasin aja pada konten negatif yg pengaruh pada anak 😮,menurutku batasin aja pada konten negatif yg pengaruh pada anak,positive
DfYhY-bKsZI,"<a href=""https://www.youtube.com/watch?v=DfYhY-bKsZI&amp;t=127"">2:07</a>  IBUNYA DIBAYAR!!!",a href ibunya dibayar,negative
2YHfX7PzVNM,Woi gimana judol kok gak dihapus,woi gimana judol kok gak dihapus,neutral
RsKRrIp--Mg,"Bg ini sykan msi 14 tahun, akun akun saya juga usia 14. Ini kok masih bisa....",bg ini sykan msi 14 tahun akun akun saya juga usia 14 ini kok masih bisa,neutral
NzMXdwZm8B0,"<a href=""https://www.youtube.com/watch?v=NzMXdwZm8B0&amp;t=71"">1:11</a> :Masa roblox di blokir tapi mobile legend, free fire, pubg nggak di blokir, padahal hal negatifnya lebih besar 3 game itu daripada roblox, emang nih negara konoha😮‍💨Masa roblox di blokir tapi mobile legend, free fire, pubg nggak di blokir, padahal hal negatifnya lebih besar 3 game itu daripada roblox, emang nih namanya juga negara konoha😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨😮‍💨",a href masa roblox di blokir tapi mobile legend free fire pubg nggak di blokir padahal hal negatifnya lebih besar 3 game itu daripada roblox emang nih negara konohamasa roblox di blokir tapi mobile legend free fire pubg nggak di blokir padahal hal negatifnya lebih besar 3 game itu daripada roblox emang nih namanya juga negara konoha,negative
RsKRrIp--Mg,Aplikasi hanya subscriber nanti subscriber-nya tinggal sedikit,aplikasi hanya subscriber nanti subscribernya tinggal sedikit,neutral
cqVq6jZn0CM,Pemerintah yg Memberi atau mengesahkan judi online danponografi di Facebook yg membuat anak Rusak,pemerintah yg memberi atau mengesahkan judi online danponografi di facebook yg membuat anak rusak,neutral
JrCe8CVR1KY,"WOYY YOUTUBE SAMA ROBLOX?????aku main apa lagi?,tik tok dan ig gboleh sama ortu ini yt sama ROBLOX gimanaaa????",woyy youtube sama robloxaku main apa lagitik tok dan ig gboleh sama ortu ini yt sama roblox gimanaaa,negative
xOLutbfafBo,harus nunggu deh 😭,harus nunggu deh,neutral
hzDavp3DQo4,Pornografi,pornografi,neutral
xOLutbfafBo,Dingerin tuh kata pak gm,dingerin tuh kata pak gm,neutral
DfYhY-bKsZI,Dasar  pemrintah  gatau diri 😡😡😡😡🤬😡😡🤬😡,dasar pemrintah gatau diri,negative
DfYhY-bKsZI,Lu emang mau demo lagi😡,lu emang mau demo lagi,negative
hzDavp3DQo4,Emang kenapa sih harus di band? Semua manusia punya hak masing masing untul menonton yang belikan ponsel juga orang tua nya bukan anda dan mengapa harus ada peraturan ini kalo gk terima yaudh akun anak saya susah di log in loh! Kalo sampe 28 hari belum log in semua akun akan di hapus bank anak saya nanti kehapus gimana bisa anak saya berjualan lagi balikin gak!,emang kenapa sih harus di band semua manusia punya hak masing masing untul menonton yang belikan ponsel juga orang tua nya bukan anda dan mengapa harus ada peraturan ini kalo gk terima yaudh akun anak saya susah di log in loh kalo sampe 28 hari belum log in semua akun akan di hapus bank anak saya nanti kehapus gimana bisa anak saya berjualan lagi balikin gak,negative
TdyE62mSXx0,diblokir ❌ dibatasi ✅,diblokir dibatasi,neutral
fX2bE5ecHy4,Saya besok nggak bisa lagi menggunakan sosmed lagi pemerintah kembalikanlah,saya besok nggak bisa lagi menggunakan sosmed lagi pemerintah kembalikanlah,negative
dVTaBKZLsds,Kembali Ke Jaman Batu.<br>Jaman Tanpa Internet.,kembali ke jaman batujaman tanpa internet,neutral
aZEtsruDoQc,"Urusin koruptor noh, koruptor aja bikin masalah, malah urusin youtube anak anak, bagaimana dengan anak anak yang bercita cita menjadi youtuber?",urusin koruptor noh koruptor aja bikin masalah malah urusin youtube anak anak bagaimana dengan anak anak yang bercita cita menjadi youtuber,negative
KFR9jjVi1D4,Bagus biar kayak di luar negeri akun medsos anak dibatasi👍👍,bagus biar kayak di luar negeri akun medsos anak dibatasi,positive
hzDavp3DQo4,"Urusin aja dulu tuh judol tuh gak kelar2, akhhhh sekalinya bikin kebijakan ambak ambakan , kocak lu tua bangka",urusin aja dulu tuh judol tuh gak kelar2 akhhhh sekalinya bikin kebijakan ambak ambakan kocak lu tua bangka,negative
fX2bE5ecHy4,Lawak,lawak,neutral
RsKRrIp--Mg,"SETUJU 😊<br>Gantinya, dibuat aplikasi2 yg memang mendidik n edukasi buat ank. Thx",setuju gantinya dibuat aplikasi2 yg memang mendidik n edukasi buat ank thx,positive
_M85Z0Beq_g,Terus kita umur 13 sama 15 nonton youtube kids gitu gue malu emang aku mau jadi anak kecil gitu gue mau remaja dan dewasa masa nonton gitu  👺👺👺😡😡😡😡😡,terus kita umur 13 sama 15 nonton youtube kids gitu gue malu emang aku mau jadi anak kecil gitu gue mau remaja dan dewasa masa nonton gitu,negative
NzMXdwZm8B0,Nggak jelas banget 😡😡😡😡😡😡😡😡😡 pemerintah Thai,nggak jelas banget pemerintah thai,negative
0Sa4S97M-uM,Judol bu masih kelayaban,judol bu masih kelayaban,neutral
iLERE4VmtZc,EMG Sih Bermanfaat tapi kenapa cuma untuk  itu GK judol/judi online yah EMG itu penting tapi jangan YouTube ya YouTube itu banyak bocil kesusahan Ngeyoutube susah payahnya byangkan cuma modal konten kosong dan konten gambar cuma cuma percuma urusin judol tolong urusin judol dari kemarin judol belum waras wars tolong pemerintah pleasee,emg sih bermanfaat tapi kenapa cuma untuk itu gk judoljudi online yah emg itu penting tapi jangan youtube ya youtube itu banyak bocil kesusahan ngeyoutube susah payahnya byangkan cuma modal konten kosong dan konten gambar cuma cuma percuma urusin judol tolong urusin judol dari kemarin judol belum waras wars tolong pemerintah pleasee,positive
aZEtsruDoQc,Padahal aku suka Roblox 😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭,padahal aku suka roblox,negative
iLERE4VmtZc,Segerakan<br>Jangan omon omon lg,segerakanjangan omon omon lg,positive
p8p-sAq_hhI,Ini pasti gara Mukena pink😢😢. Teman gw Indonesia. Besok udah 28 Maret selamat tinggal orang Indonesia😢😢,ini pasti gara mukena pink teman gw indonesia besok udah 28 maret selamat tinggal orang indonesia,neutral
aZEtsruDoQc,Sumpah gw kayak pengen tendang itu ibu pas dia bilang &quot;Untuk merebut kembali masa depan anak2 kita&quot; 😂😂,sumpah gw kayak pengen tendang itu ibu pas dia bilang untuk merebut kembali masa depan anak2 kita,negative
tuaZNgn2rcc,Tau darimana klo anak iti umur 16 tahun ksn umur bisa di  ganti ataudi akal2in,tau darimana klo anak iti umur 16 tahun ksn umur bisa di ganti ataudi akal2in,negative
_M85Z0Beq_g,"Aku gk setuju kalau roblox, youtube dihapus.<br>😢",aku gk setuju kalau roblox youtube dihapus,negative
19eKDDkJt6w,Nanti gua main apa demo  demi roblox,nanti gua main apa demo demi roblox,negative
C8XBDjbPNNU,bgi yg TDK setuju.itu hak kalian tp keputusan pemerintah itu psti ada tujuan baik nya.krn yg SDH membuat masa depan anak2 penerus bang skrg rusak ada lh DRI akun2 atau meksos2 itu,bgi yg tdk setujuitu hak kalian tp keputusan pemerintah itu psti ada tujuan baik nyakrn yg sdh membuat masa depan anak2 penerus bang skrg rusak ada lh dri akun2 atau meksos2 itu,positive
C8XBDjbPNNU,Setuju supaya anak kembali dulu lagi,setuju supaya anak kembali dulu lagi,positive
viGBwFO3nDA,vpn: ini saatnya,vpn ini saatnya,neutral
R1hQwelEGvU,Lah berarti bisa aja tiktok youtub sepi org yg buat rame2 bocil2 kyk kita2 gini,lah berarti bisa aja tiktok youtub sepi org yg buat rame2 bocil2 kyk kita2 gini,negative
hzDavp3DQo4,Bocil puber ngapa pada gk terima cuk ampe spam komen sana sini,bocil puber ngapa pada gk terima cuk ampe spam komen sana sini,positive
xOLutbfafBo,Jangan!! Ada guru online aku di TikTok nanti aku gk bisa belajar,jangan ada guru online aku di tiktok nanti aku gk bisa belajar,negative
tuaZNgn2rcc,"Saya sebagai ibu dari dua anak sangat sangat setuju sekali,",saya sebagai ibu dari dua anak sangat sangat setuju sekali,positive
lM-QZ4uCXuk,Kami tidak setuju 😢,kami tidak setuju,negative
QDj0g7Xw2rg,"Hoaxs, hoaxs, hoaxs",hoaxs hoaxs hoaxs,neutral
R1hQwelEGvU,Gak teriman  roblox mau di bolokir😡😡aku udah top robax harga 100   333robax,gak teriman roblox mau di bolokiraku udah top robax harga 100 333robax,negative
19eKDDkJt6w,Betul itu sok jago blokir Roblox YOU TUBE DASAR PEMERINTAH GA TAU DIRI,betul itu sok jago blokir roblox you tube dasar pemerintah ga tau diri,negative
19eKDDkJt6w,Emang babi harusnya ma gini misalnya orang tua harus ngajarin cara makan ikan yg mana yg ada duri atau tidak terus harusnya pemerintah di upgrade lagi dong kayak lafe dietas emang pemerintah goblok tapi korupsi gk di berhenti in,emang babi harusnya ma gini misalnya orang tua harus ngajarin cara makan ikan yg mana yg ada duri atau tidak terus harusnya pemerintah di upgrade lagi dong kayak lafe dietas emang pemerintah goblok tapi korupsi gk di berhenti in,negative
tuaZNgn2rcc,Kalo akun tiktok aku masih Ama aku baru saja 12k pengikut,kalo akun tiktok aku masih ama aku baru saja 12k pengikut,neutral
0Sa4S97M-uM,Roblox di brokoli tapi judol judi engak ujian apa lagi ya Allah aku cape,roblox di brokoli tapi judol judi engak ujian apa lagi ya allah aku cape,negative
iLERE4VmtZc,Apa arti pemerintah dari mana orang YouTube itu pernah mengajarkan sejarah bukan selain pem-bully-an kah bapak kau padahal aku mau ngasih nonton YouTube,apa arti pemerintah dari mana orang youtube itu pernah mengajarkan sejarah bukan selain pembullyan kah bapak kau padahal aku mau ngasih nonton youtube,negative
LSrWXE05LNY,Ini orang belajar atau tidak ya,ini orang belajar atau tidak ya,negative
OBb8iLYgMu4,Aku gak setuju,aku gak setuju,negative
hzDavp3DQo4,Ah men,ah men,neutral
viGBwFO3nDA,"Menurut saya, ini justru bentuk komdigi yang mencari &#39;jalan pintas&#39; untuk masalah yang sebenernya kompleks. Tapi gak kaget sih, mengingat pejabat Indonesia memang suka strategi &#39;low cost, high visibility&#39; daripada memecahkan masalah sistemik. <br><br>Porno, adiksi, distraksi, semua itu sebenernya bisa diminimalisir dengan literasi digital yang bagus. Bagaimana cara agar tidak tergiring opini publik, cara berargumen, cara membedah fakta atau berita palsu, cara berpikir kritis. Semua itu aslinya bisa diintegrasikan ke sistem pendikdikan, tentu dengan pendekatan yang baik pula. Daripada hanya memblokir saat batas umur tertentu, ilmu ilmu ini akan terus &#39;terpasang&#39; sampai bahkan anak itu dewasa. <br><br>Sebaliknya, solusi yang hanya blokar  blokir seperti ini memiliki celah yang cukup signifikan yaitu: <br><br>Anak bisa nekat pakai kartu identitas orang lain, VPN, proxy, atau semacam nya yang malah membuat anak berkeliaran di internet makin jauh dibawah radar pengawasan. Ditambah resiko keamanan data karena unduh aplikasi tidak jelas. <br><br>Selain itu, kehadiran internet juga sangat menguntungkan bagi remaja remaja yang memang bisa menjaga diri dan mengambil sisi positif internet, mereka yang justru dapat pembelajaran yang tidak didapatkan di sekolah dari internet, mereka yang justru dapat menerima berbagai perspektif karena internet, mereka yang justru menjadikan internet lapak untuk mengekspresikan bakat mereka. mengabaikan kasus kasus &#39;spesial&#39; seperti mereka hanya akan menghambat calon calon orang hebat di masa depan. <br><br>Daripada memblokir secara utuh, kenapa pemerintah tidak memaksa platform untuk menurunkan sifat adiktif platform? Seperti mematikan fitur autoplay, mematikan endless scroll, dan memaksa menyisipkan konten edukatif setiap beberapa menit. Dan juga fokus untuk mengintegrasikan literasi digital fundamental kedalam kurikulum? Agar siswa mempunyai filter internal dari pada blokir/sensor yang merupakan filter eksternal <br><br>Singkat nya, langkah komdigi yang &#39;blokar blokir&#39; ini menurut saya terlihat seperti solusi yang terlalu menggeneralisasi masalah yang sebenernya kompleks.",menurut saya ini justru bentuk komdigi yang mencari jalan pintas untuk masalah yang sebenernya kompleks tapi gak kaget sih mengingat pejabat indonesia memang suka strategi low cost high visibility daripada memecahkan masalah sistemik porno adiksi distraksi semua itu sebenernya bisa diminimalisir dengan literasi digital yang bagus bagaimana cara agar tidak tergiring opini publik cara berargumen cara membedah fakta atau berita palsu cara berpikir kritis semua itu aslinya bisa diintegrasikan ke sistem pendikdikan tentu dengan pendekatan yang baik pula daripada hanya memblokir saat batas umur tertentu ilmu ilmu ini akan terus terpasang sampai bahkan anak itu dewasa sebaliknya solusi yang hanya blokar blokir seperti ini memiliki celah yang cukup signifikan yaitu anak bisa nekat pakai kartu identitas orang lain vpn proxy atau semacam nya yang malah membuat anak berkeliaran di internet makin jauh dibawah radar pengawasan ditambah resiko keamanan data karena unduh aplikasi tidak jelas selain itu kehadiran internet juga sangat menguntungkan bagi remaja remaja yang memang bisa menjaga diri dan mengambil sisi positif internet mereka yang justru dapat pembelajaran yang tidak didapatkan di sekolah dari internet mereka yang justru dapat menerima berbagai perspektif karena internet mereka yang justru menjadikan internet lapak untuk mengekspresikan bakat mereka mengabaikan kasus kasus spesial seperti mereka hanya akan menghambat calon calon orang hebat di masa depan daripada memblokir secara utuh kenapa pemerintah tidak memaksa platform untuk menurunkan sifat adiktif platform seperti mematikan fitur autoplay mematikan endless scroll dan memaksa menyisipkan konten edukatif setiap beberapa menit dan juga fokus untuk mengintegrasikan literasi digital fundamental kedalam kurikulum agar siswa mempunyai filter internal dari pada blokirsensor yang merupakan filter eksternal singkat nya langkah komdigi yang blokar blokir ini menurut saya terlihat seperti solusi yang terlalu menggeneralisasi masalah yang sebenernya kompleks,negative
V_mvjaonG-w,Yg repot anak buat akun nya pake data orang tuanya gimana..?,yg repot anak buat akun nya pake data orang tuanya gimana,negative
fX2bE5ecHy4,"Wait, just a question. Kalau umurnya 16 udah mau 17 tapi tinggal nunggu bulan gimana?",wait just a question kalau umurnya 16 udah mau 17 tapi tinggal nunggu bulan gimana,neutral
vk2Ynj24qNA,Orang tua panti jompo anak anak g dikasih kesenangan,orang tua panti jompo anak anak g dikasih kesenangan
TdyE62mSXx0,Aku masih bisa,aku masih bisa,negative
NzMXdwZm8B0,"Menurutku, minimal urus dulu negara kaya urusin tikus koruptor, bukan malah bikin peraturan kaya gini, lagian ada juga yang belajar d medsos, kaya youtube, tiktok, ya walaupun banyak yang menyalahgunakan",menurutku minimal urus dulu negara kaya urusin tikus koruptor bukan malah bikin peraturan kaya gini lagian ada juga yang belajar d medsos kaya youtube tiktok ya walaupun banyak yang menyalahgunakan,negative
19eKDDkJt6w,Kenapa sih cuma Roblox gak game lain benci kah karena sukses game Roblox hah,kenapa sih cuma roblox gak game lain benci kah karena sukses game roblox hah,negative
iLERE4VmtZc,Niat buat bapak-bapak DPR ke panik bapak iyaa,niat buat bapakbapak dpr ke panik bapak iyaa,neutral
tuaZNgn2rcc,Langkah terbaik serahlah,langkah terbaik serahlah,neutral
V_mvjaonG-w,caranye tau umur usernye gimana? kalo ditua2in umurnya gimana?,caranye tau umur usernye gimana kalo ditua2in umurnya gimana,neutral
Hy5rx58GES4,Kami para anak anak tdk setuju aku masih 11 thn aku ga setuju 😭😭😭😭,kami para anak anak tdk setuju aku masih 11 thn aku ga setuju,negative
